4313267770 9434 0 16
4313267782 0 0 0
4313267795 0 0 0
4313267807 0 0 0
4313267820 0 0 0
4313267832 0 0 0
4313267845 0 0 0
4313267857 0 0 0
4313267870 0 0 0
4313267882 0 0 0
4313267895 0 0 0
4313267907 0 0 0
4313267920 0 0 0
4313267932 0 0 0
4313267945 0 0 0
4313267957 0 0 0
4313267970 0 0 0
4313267982 0 0 0
4313267995 0 0 0
4313268007 0 0 0
4313268020 7425 0 12
4313268032 0 0 0
4313268045 0 0 0
4313268057 0 0 0
4313268070 0 0 0
4313268082 0 0 0
4313268095 0 0 0
4313268107 0 0 0
4313268120 0 0 0
4313268132 0 0 0
4313268145 0 0 0
4313268157 0 0 0
4313268170 0 0 0
4313268182 0 0 0
4313268195 0 0 0
4313268207 0 0 0
4313268220 0 0 0
4313268232 0 0 0
4313268245 0 0 0
4313268257 0 0 0
4313268270 6047 0 12
4313268282 0 0 0
4313268295 0 0 0
4313268307 0 0 0
4313268320 0 0 0
4313268332 0 0 0
4313268345 0 0 0
4313268357 0 0 0
4313268370 0 0 0
4313268382 0 0 0
4313268395 0 0 0
4313268407 0 0 0
4313268420 0 0 0
4313268432 0 0 0
4313268445 0 0 0
4313268457 0 0 0
4313268470 0 0 0
4313268482 0 0 0
4313268495 0 0 0
4313268507 0 0 0
4313268520 5055 0 8
4313268532 0 0 0
4313268545 0 0 0
4313268557 0 0 0
4313268570 0 0 0
4313268582 0 0 0
4313268595 0 0 0
4313268607 0 0 0
4313268620 0 0 0
4313268632 0 0 0
4313268645 0 0 0
4313268657 0 0 0
4313268670 0 0 0
4313268682 0 0 0
4313268695 0 0 0
4313268707 0 0 0
4313268720 0 0 0
4313268732 0 0 0
4313268745 0 0 0
4313268757 0 0 0
4313268770 1673 0 4
4313268782 2427 0 4
4313268795 0 0 0
4313268807 0 0 0
4313268820 0 0 0
4313268832 0 0 0
4313268845 0 0 0
4313268857 0 0 0
4313268870 0 0 0
4313268882 0 0 0
4313268895 0 0 0
4313268907 0 0 0
4313268920 0 0 0
4313268932 0 0 0
4313268945 0 0 0
4313268957 0 0 0
4313268970 0 0 0
4313268982 0 0 0
4313268995 0 0 0
4313269007 0 0 0
4313269020 0 0 0
4313269032 3438 0 4
4313269045 0 0 0
4313269057 0 0 0
4313269070 0 0 0
4313269082 0 0 0
4313269095 0 0 0
4313269107 0 0 0
4313269120 0 0 0
4313269132 0 0 0
4313269145 0 0 0
4313269157 0 0 0
4313269170 0 0 0
4313269182 0 0 0
4313269195 0 0 0
4313269207 0 0 0
4313269220 0 0 0
4313269232 0 0 0
4313269245 0 0 0
4313269257 0 0 0
4313269270 0 0 0
4313269282 2807 0 8
4313269295 0 0 0
4313269307 0 0 0
4313269320 0 0 0
4313269332 0 0 0
4313269345 0 0 0
4313269357 0 0 0
4313269370 0 0 0
4313269382 0 0 0
4313269395 0 0 0
4313269407 0 0 0
4313269420 0 0 0
4313269432 0 0 0
4313269445 0 0 0
4313269457 0 0 0
4313269470 0 0 0
4313269482 0 0 0
4313269495 0 0 0
4313269507 0 0 0
4313269520 0 0 0
4313269532 2315 0 4
4313269545 0 0 0
4313269557 0 0 0
4313269570 0 0 0
4313269582 0 0 0
4313269595 0 0 0
4313269607 0 0 0
4313269620 0 0 0
4313269632 0 0 0
4313269645 0 0 0
4313269657 0 0 0
4313269670 0 0 0
4313269682 0 0 0
4313269695 0 0 0
4313269707 0 0 0
4313269720 0 0 0
4313269732 0 0 0
4313269745 0 0 0
4313269757 0 0 0
4313269770 0 0 0
4313269782 1874 0 4
4313269795 0 0 0
4313269807 0 0 0
4313269820 0 0 0
4313269832 0 0 0
4313269845 0 0 0
4313269857 0 0 0
4313269870 0 0 0
4313269882 0 0 0
4313269895 0 0 0
4313269907 0 0 0
4313269920 0 0 0
4313269932 0 0 0
4313269945 0 0 0
4313269957 0 0 0
4313269970 0 0 0
4313269982 0 0 0
4313269995 0 0 0
4313270007 0 0 0
4313270020 0 0 0
4313270032 1602 0 4
4313270045 0 0 0
4313270057 0 0 0
4313270070 0 0 0
4313270082 0 0 0
4313270095 0 0 0
4313270107 0 0 0
4313270120 0 0 0
4313270132 0 0 0
4313270145 0 0 0
4313270157 0 0 0
4313270170 0 0 0
4313270182 0 0 0
4313270195 0 0 0
4313270207 0 0 0
4313270220 0 0 0
4313270232 0 0 0
4313270245 0 0 0
4313270257 0 0 0
4313270270 0 0 0
4313270282 1252 0 4
4313270295 0 0 0
4313270307 0 0 0
4313270320 0 0 0
4313270332 0 0 0
4313270345 0 0 0
4313270357 0 0 0
4313270370 0 0 0
4313270382 0 0 0
4313270395 0 0 0
4313270407 0 0 0
4313270420 0 0 0
4313270432 0 0 0
4313270445 0 0 0
4313270457 0 0 0
4313270470 0 0 0
4313270482 0 0 0
4313270495 0 0 0
4313270507 0 0 0
4313270520 0 0 0
4313270532 982 0 4
4313270545 0 0 0
4313270557 0 0 0
4313270570 0 0 0
4313270582 0 0 0
4313270595 0 0 0
4313270607 0 0 0
4313270620 0 0 0
4313270632 0 0 0
4313270645 0 0 0
4313270657 0 0 0
4313270670 0 0 0
4313270682 0 0 0
4313270695 0 0 0
4313270707 0 0 0
4313270720 0 0 0
4313270732 0 0 0
4313270745 0 0 0
4313270757 0 0 0
4313270770 0 0 0
4313270782 897 0 4
4313270795 0 0 0
4313270807 0 0 0
4313270820 0 0 0
4313270832 0 0 0
4313270845 0 0 0
4313270857 0 0 0
4313270870 0 0 0
4313270882 0 0 0
4313270895 0 0 0
4313270907 0 0 0
4313270920 0 0 0
4313270932 0 0 0
4313270945 0 0 0
4313270957 0 0 0
4313270970 0 0 0
4313270982 0 0 0
4313270995 0 0 0
4313271007 0 0 0
4313271020 0 0 0
4313271032 721 0 4
4313271045 0 0 0
4313271057 0 0 0
4313271070 0 0 0
4313271082 0 0 0
4313271095 0 0 0
4313271107 0 0 0
4313271120 0 0 0
4313271132 0 0 0
4313271145 0 0 0
4313271157 0 0 0
4313271170 0 0 0
4313271182 0 0 0
4313271195 0 0 0
4313271207 0 0 0
4313271220 0 0 0
4313271232 0 0 0
4313271245 0 0 0
4313271257 0 0 0
4313271270 0 0 0
4313271282 621 0 0
4313271295 0 0 0
4313271307 0 0 0
4313271320 0 0 0
4313271332 0 0 0
4313271345 0 0 0
4313271357 0 0 0
4313271370 0 0 0
4313271382 0 0 0
4313271395 0 0 0
4313271407 0 0 0
4313271420 0 0 0
4313271432 0 0 0
4313271445 0 0 0
4313271457 0 0 0
4313271470 0 0 0
4313271482 0 0 0
4313271495 0 0 0
4313271507 0 0 0
4313271520 0 0 0
4313271532 474 0 4
4313271545 7 0 0
4313271557 0 0 0
4313271570 0 0 0
4313271582 0 0 0
4313271595 0 0 0
4313271607 0 0 0
4313271620 0 0 0
4313271632 0 0 0
4313271645 0 0 0
4313271657 0 0 0
4313271670 0 0 0
4313271682 0 0 0
4313271695 0 0 0
4313271707 0 0 0
4313271720 0 0 0
4313271732 0 0 0
4313271745 0 0 0
4313271757 0 0 0
4313271770 0 0 0
4313271782 0 0 0
4313271795 398 0 4
4313271807 0 0 0
4313271820 0 0 0
4313271832 0 0 0
4313271845 0 0 0
4313271857 0 0 0
4313271870 0 0 0
4313271882 0 0 0
4313271895 0 0 0
4313271907 0 0 0
4313271920 0 0 0
4313271932 0 0 0
4313271945 0 0 0
4313271957 0 0 0
4313271970 0 0 0
4313271982 0 0 0
4313271995 0 0 0
4313272007 0 0 0
4313272020 0 0 0
4313272032 0 0 0
4313272045 347 0 0
4313272057 0 0 0
4313272070 0 0 0
4313272082 0 0 0
4313272095 0 0 0
4313272107 0 0 0
4313272120 0 0 0
4313272132 0 0 0
4313272145 0 0 0
4313272157 0 0 0
4313272170 0 0 0
4313272182 0 0 0
4313272195 0 0 0
4313272207 0 0 0
4313272220 0 0 0
4313272232 0 0 0
4313272245 0 0 0
4313272257 0 0 0
4313272270 0 0 0
4313272282 0 0 0
4313272295 249 0 4
4313272307 0 0 0
4313272320 0 0 0
4313272332 0 0 0
4313272345 0 0 0
4313272357 0 0 0
4313272370 0 0 0
4313272382 0 0 0
4313272395 0 0 0
4313272407 0 0 0
4313272420 0 0 0
4313272432 0 0 0
4313272445 0 0 0
4313272457 0 0 0
4313272470 0 0 0
4313272482 0 0 0
4313272495 0 0 0
4313272507 0 0 0
4313272520 0 0 0
4313272532 0 0 0
4313272545 237 0 0
4313272557 0 0 0
4313272570 0 0 0
4313272582 0 0 0
4313272595 0 0 0
4313272607 0 0 0
4313272620 0 0 0
4313272632 0 0 0
4313272645 0 0 0
4313272657 0 0 0
4313272670 0 0 0
4313272682 0 0 0
4313272695 0 0 0
4313272707 0 0 0
4313272720 0 0 0
4313272732 0 0 0
4313272745 0 0 0
4313272757 0 0 0
4313272770 0 0 0
4313272782 0 0 0
read 402 profiled data
